cliente_id,oferta_recomendada_id,ultimo_motivo_rechazo_movil,dias_desde_ultimo_rechazo_movil,n_reclamos,dias_mora_prom,motivo_rechazo_misma_oferta,dias_desde_rechazo_misma_oferta
CLI024411,OF002,,,0.0,20.33333333333333,,
CLI024422,OF003,precio,0.0,0.0,0.0,precio,0.0
CLI024445,OF003,,,2.0,24.5,,
CLI024489,OF002,ya_tiene_similar,0.0,0.0,0.0,precio,151.0
CLI024539,OF002,,,0.0,15.166666666666666,,
CLI024546,OF002,,,0.0,18.166666666666668,,
CLI024580,OF003,no_necesita,0.0,0.0,3.6666666666666665,,
CLI024611,OF002,ya_tiene_similar,61.0,3.0,13.333333333333334,ya_tiene_similar,61.0
CLI024615,OF003,,,0.0,21.666666666666668,,
CLI024627,OF004,,,0.0,19.83333333333333,,
CLI024633,OF003,,,0.0,20.166666666666668,,
CLI024645,OF004,,,2.0,27.0,,
CLI024656,OF004,otro,31.0,0.0,10.666666666666666,,
CLI024658,OF003,no_necesita,61.0,3.0,17.333333333333332,precio,92.0
CLI024689,OF003,no_necesita,61.0,0.0,9.833333333333334,,
CLI024691,OF003,precio,120.0,3.0,0.0,,
CLI024702,OF004,mal_momento,0.0,0.0,14.5,mal_momento,151.0
CLI024709,OF002,,,3.0,8.666666666666666,,
CLI024758,OF003,precio,31.0,0.0,5.0,,
CLI024762,OF004,no_necesita,0.0,0.0,7.0,,
CLI024801,OF002,no_necesita,151.0,0.0,15.833333333333334,,
CLI024819,OF002,precio,61.0,0.0,0.0,,
CLI024827,OF004,ya_tiene_similar,31.0,0.0,8.166666666666666,,
CLI024874,OF002,,,2.0,15.666666666666666,,
CLI024901,OF003,no_confia,0.0,0.0,0.0,,
CLI024920,OF003,,,3.0,27.33333333333333,,
CLI024949,OF002,,,0.0,15.0,,
CLI024965,OF004,no_necesita,120.0,0.0,21.666666666666668,,
CLI024980,OF003,ya_tiene_similar,0.0,0.0,16.0,,
CLI024987,OF004,,,2.0,17.833333333333332,,
CLI025020,OF004,precio,0.0,3.0,0.0,,
CLI025060,OF004,no_confia,120.0,3.0,11.666666666666666,no_confia,120.0
CLI025083,OF004,,,0.0,18.666666666666668,,
CLI025133,OF004,no_confia,0.0,3.0,26.166666666666668,,
CLI025165,OF003,,,3.0,17.333333333333332,,
CLI025178,OF003,precio,0.0,0.0,0.0,,
CLI025207,OF002,no_necesita,92.0,3.0,14.833333333333334,precio,151.0
CLI025208,OF002,ya_tiene_similar,61.0,0.0,14.5,ya_tiene_similar,61.0
CLI025227,OF002,ya_tiene_similar,61.0,0.0,8.0,,
CLI025246,OF004,precio,61.0,0.0,0.0,,
CLI025268,OF004,,,3.0,5.5,,
CLI025269,OF002,no_confia,0.0,0.0,20.5,,
CLI025296,OF004,,,0.0,24.166666666666668,,
CLI025359,OF003,,,0.0,15.833333333333334,,
CLI025368,OF002,precio,61.0,0.0,13.666666666666666,,
CLI025408,OF002,precio,31.0,0.0,10.166666666666666,,
CLI025435,OF002,precio,0.0,0.0,0.0,,
CLI025454,OF003,,,3.0,3.333333333333333,,
CLI025466,OF002,no_necesita,0.0,1.0,27.0,,
CLI025476,OF003,,,0.0,22.83333333333333,,
CLI025496,OF003,,,0.0,15.166666666666666,,
CLI025499,OF004,,,3.0,6.333333333333333,,
CLI025502,OF003,precio,0.0,1.0,0.0,precio,0.0
CLI025539,OF004,no_necesita,0.0,0.0,17.5,,
CLI025568,OF002,no_necesita,0.0,0.0,8.666666666666666,,
CLI025640,OF004,ya_tiene_similar,31.0,0.0,7.5,,
CLI025688,OF002,no_necesita,31.0,0.0,9.666666666666666,,
CLI025704,OF004,,,2.0,16.833333333333332,,
CLI025729,OF003,,,0.0,17.5,,
CLI025753,OF002,no_necesita,151.0,3.0,5.833333333333333,,
CLI025767,OF003,mal_momento,61.0,0.0,0.0,,
CLI025803,OF004,,,0.0,38.0,,
CLI025831,OF003,,,3.0,14.0,,
CLI025847,OF004,no_necesita,61.0,1.0,12.0,,
CLI025948,OF002,no_necesita,31.0,0.0,0.0,no_necesita,31.0
CLI025983,OF002,ya_tiene_similar,120.0,3.0,19.166666666666668,,
CLI026020,OF003,,,3.0,10.166666666666666,,
CLI026052,OF002,precio,151.0,2.0,29.166666666666668,,
CLI026065,OF003,precio,31.0,0.0,7.5,,
CLI026153,OF003,precio,0.0,0.0,15.333333333333334,,
CLI026163,OF003,no_confia,31.0,0.0,14.5,,
CLI026167,OF002,,,3.0,23.666666666666668,,
CLI026176,OF004,,,1.0,22.166666666666668,,
CLI026180,OF002,mal_momento,61.0,0.0,2.0,,
CLI026184,OF003,precio,61.0,0.0,11.333333333333334,,
CLI026191,OF003,,,3.0,0.0,,
CLI026197,OF003,mal_momento,61.0,0.0,5.5,mal_momento,61.0
CLI026213,OF003,,,0.0,17.666666666666668,,
CLI026238,OF002,,,0.0,18.5,,
CLI026263,OF003,,,2.0,17.166666666666668,,
CLI026273,OF004,ya_tiene_similar,61.0,1.0,24.83333333333333,,
CLI026280,OF002,,,0.0,18.5,,
CLI026343,OF003,,,1.0,23.666666666666668,,
CLI026417,OF002,,,3.0,13.666666666666666,,
CLI026455,OF003,precio,0.0,0.0,0.0,,
CLI026473,OF002,,,0.0,18.33333333333333,,
CLI026517,OF002,mal_momento,0.0,0.0,0.0,,
CLI026561,OF003,precio,31.0,0.0,19.5,,
CLI026597,OF003,mal_momento,31.0,0.0,0.0,,
CLI026645,OF003,,,0.0,28.166666666666668,,
CLI026706,OF003,no_necesita,61.0,0.0,7.0,no_necesita,61.0
CLI026715,OF003,,,3.0,8.0,,
CLI026732,OF004,precio,0.0,0.0,9.666666666666666,,
CLI026771,OF003,precio,120.0,0.0,17.333333333333332,,
CLI026780,OF003,no_necesita,61.0,0.0,0.0,,
CLI026794,OF003,,,1.0,27.0,,
CLI026809,OF004,no_necesita,92.0,1.0,15.833333333333334,,
CLI026823,OF003,,,0.0,18.33333333333333,,
CLI026851,OF003,,,0.0,19.666666666666668,,
CLI026910,OF003,,,0.0,18.33333333333333,,
CLI026945,OF002,ya_tiene_similar,31.0,0.0,0.8333333333333334,,
CLI026948,OF002,,,0.0,21.83333333333333,,
CLI026978,OF002,,,3.0,13.166666666666666,,
CLI026992,OF002,otro,61.0,2.0,17.666666666666668,,
CLI027006,OF004,,,3.0,8.5,,
CLI027155,OF003,,,0.0,16.0,,
CLI027225,OF002,no_necesita,61.0,2.0,8.0,no_necesita,61.0
CLI027226,OF003,precio,61.0,0.0,13.833333333333334,,
CLI027280,OF003,,,2.0,27.666666666666668,,
CLI027283,OF004,,,0.0,22.166666666666668,,
CLI027339,OF004,no_confia,31.0,2.0,17.166666666666668,,
CLI027360,OF002,no_necesita,92.0,0.0,18.0,,
CLI027398,OF002,precio,31.0,0.0,9.666666666666666,precio,31.0
CLI027431,OF002,,,0.0,22.33333333333333,,
CLI027439,OF002,,,0.0,16.833333333333332,,
CLI027454,OF003,precio,0.0,1.0,4.833333333333333,,
CLI027479,OF004,precio,61.0,0.0,9.166666666666666,,
CLI027484,OF004,,,3.0,7.833333333333333,,
CLI027515,OF003,precio,0.0,0.0,12.333333333333334,precio,0.0
CLI027517,OF003,mal_momento,31.0,0.0,15.5,,
CLI027554,OF004,precio,0.0,0.0,2.6666666666666665,no_necesita,120.0
CLI027604,OF002,no_confia,61.0,0.0,3.8333333333333335,,
CLI027607,OF003,precio,61.0,1.0,22.166666666666668,,
CLI027627,OF002,,,0.0,16.5,,
CLI027636,OF003,precio,31.0,0.0,0.0,,
CLI027693,OF003,ya_tiene_similar,31.0,2.0,11.166666666666666,,
CLI027773,OF004,,,0.0,23.33333333333333,,
CLI027791,OF004,,,0.0,18.666666666666668,,
CLI027804,OF002,,,0.0,17.333333333333332,,
CLI027845,OF003,,,3.0,6.5,,
CLI027861,OF002,no_necesita,31.0,0.0,8.666666666666666,,
CLI027867,OF002,precio,31.0,0.0,0.0,,
CLI027889,OF003,precio,92.0,2.0,30.166666666666668,,
CLI027894,OF002,precio,31.0,0.0,5.0,,
CLI027916,OF002,precio,0.0,0.0,0.0,,
CLI027937,OF003,ya_tiene_similar,31.0,1.0,28.0,,
CLI027981,OF003,,,0.0,18.5,,
CLI028005,OF004,mal_momento,0.0,1.0,0.0,mal_momento,0.0
CLI028051,OF004,,,0.0,19.666666666666668,,
CLI028091,OF002,,,0.0,15.166666666666666,,
CLI028114,OF002,mal_momento,0.0,0.0,7.666666666666667,,
CLI028129,OF003,precio,0.0,2.0,7.5,,
CLI028140,OF003,no_necesita,0.0,0.0,8.666666666666666,no_confia,151.0
CLI028149,OF003,precio,61.0,0.0,3.8333333333333335,,
CLI028176,OF004,,,1.0,16.333333333333332,,
CLI028225,OF003,mal_momento,31.0,1.0,16.166666666666668,,
CLI028233,OF002,no_necesita,0.0,0.0,0.0,no_necesita,0.0
CLI028258,OF003,ya_tiene_similar,61.0,0.0,0.0,ya_tiene_similar,61.0
CLI028352,OF004,no_necesita,31.0,0.0,5.666666666666667,,
CLI028372,OF004,no_necesita,31.0,1.0,25.5,,
CLI028380,OF002,mal_momento,31.0,0.0,6.833333333333333,mal_momento,31.0
CLI028385,OF003,,,0.0,17.166666666666668,,
CLI028489,OF003,precio,120.0,0.0,17.166666666666668,,
CLI028497,OF004,,,0.0,22.166666666666668,,
CLI028498,OF003,no_confia,92.0,0.0,19.0,,
CLI028509,OF004,,,0.0,20.0,,
CLI028518,OF002,no_confia,31.0,2.0,6.166666666666667,no_confia,31.0
CLI028529,OF004,,,3.0,9.5,,
CLI028593,OF002,otro,0.0,0.0,0.0,otro,0.0
CLI028598,OF004,,,0.0,28.83333333333333,,
CLI028695,OF003,precio,61.0,0.0,12.166666666666666,,
CLI028726,OF004,,,3.0,14.333333333333334,,
CLI028743,OF002,no_necesita,0.0,1.0,12.833333333333334,,
CLI028748,OF004,,,2.0,15.333333333333334,,
CLI028771,OF003,,,0.0,19.666666666666668,,
CLI028838,OF002,,,0.0,18.666666666666668,,
CLI028839,OF002,precio,31.0,0.0,1.6666666666666667,,
CLI028840,OF002,,,0.0,18.5,,
CLI028846,OF002,precio,31.0,0.0,0.0,precio,31.0
CLI028941,OF004,,,3.0,18.83333333333333,,
CLI028945,OF002,,,1.0,19.666666666666668,,
CLI028969,OF004,,,0.0,21.33333333333333,,
CLI028975,OF004,,,0.0,15.666666666666666,,
CLI029031,OF003,no_necesita,31.0,0.0,20.83333333333333,no_necesita,31.0
CLI029059,OF004,precio,31.0,0.0,5.833333333333333,ya_tiene_similar,120.0
CLI029088,OF003,,,3.0,8.666666666666666,,
CLI029095,OF002,precio,0.0,0.0,0.0,,
CLI029107,OF004,,,3.0,0.0,,
CLI029124,OF002,precio,31.0,0.0,0.0,precio,31.0
CLI029131,OF003,no_necesita,61.0,0.0,19.666666666666668,,
CLI029143,OF002,no_confia,0.0,0.0,9.5,no_confia,0.0
CLI029185,OF004,no_necesita,0.0,2.0,12.166666666666666,no_necesita,0.0
CLI029200,OF004,no_confia,31.0,1.0,21.666666666666668,,
CLI029203,OF003,,,3.0,4.166666666666667,,
CLI029224,OF002,precio,61.0,0.0,3.8333333333333335,,
CLI029261,OF003,no_necesita,0.0,0.0,0.0,,
CLI029325,OF004,mal_momento,151.0,0.0,18.166666666666668,,
CLI029348,OF004,,,1.0,18.33333333333333,,
CLI029354,OF002,mal_momento,61.0,0.0,7.0,,
CLI029391,OF003,,,0.0,19.0,,
CLI029432,OF002,,,2.0,22.0,,
CLI029453,OF004,no_necesita,31.0,3.0,17.833333333333332,,
CLI029501,OF004,no_necesita,61.0,0.0,0.0,,
CLI029532,OF002,precio,31.0,0.0,0.0,precio,31.0
CLI029553,OF003,no_confia,61.0,2.0,22.666666666666668,,
CLI029576,OF004,,,0.0,16.5,,
CLI029597,OF003,precio,61.0,0.0,15.333333333333334,no_confia,151.0
CLI029614,OF002,mal_momento,61.0,0.0,1.3333333333333333,,
CLI029663,OF003,precio,92.0,3.0,3.5,,
CLI029690,OF002,,,0.0,28.166666666666668,,
CLI029717,OF003,no_necesita,31.0,0.0,13.5,mal_momento,151.0
CLI029736,OF004,no_necesita,0.0,0.0,7.833333333333333,,
CLI029794,OF002,,,0.0,25.83333333333333,,
CLI029817,OF003,,,0.0,15.833333333333334,,
CLI029837,OF002,no_necesita,0.0,0.0,5.666666666666667,no_necesita,0.0
CLI029840,OF002,,,0.0,22.0,,
CLI029868,OF004,,,0.0,17.833333333333332,,
CLI029879,OF002,,,0.0,18.33333333333333,,
CLI029881,OF004,,,0.0,21.33333333333333,,
CLI029939,OF003,no_confia,61.0,0.0,7.333333333333333,,
CLI029951,OF002,,,0.0,25.166666666666668,,
CLI029962,OF004,ya_tiene_similar,61.0,1.0,15.833333333333334,ya_tiene_similar,61.0
CLI029981,OF003,precio,31.0,0.0,9.0,,
CLI030022,OF002,,,0.0,23.666666666666668,,
CLI030028,OF003,,,0.0,17.833333333333332,,
CLI030097,OF004,precio,61.0,2.0,16.333333333333332,,
CLI030103,OF003,,,0.0,17.666666666666668,,
CLI030128,OF002,,,0.0,21.0,,
CLI030208,OF003,precio,0.0,2.0,7.333333333333333,,
CLI030209,OF004,mal_momento,0.0,0.0,4.333333333333333,ya_tiene_similar,31.0
CLI030302,OF004,precio,92.0,1.0,20.83333333333333,,
CLI030305,OF002,precio,0.0,3.0,7.333333333333333,,
CLI030310,OF003,ya_tiene_similar,31.0,1.0,10.5,precio,31.0
CLI030315,OF003,precio,61.0,2.0,20.166666666666668,,
CLI030344,OF004,precio,120.0,3.0,1.6666666666666667,,
CLI030374,OF004,,,0.0,23.0,,
CLI030496,OF002,no_necesita,0.0,3.0,14.166666666666666,,
CLI030532,OF002,,,0.0,25.83333333333333,,
CLI030572,OF002,precio,61.0,3.0,14.166666666666666,,
CLI030608,OF002,precio,61.0,0.0,13.0,,
CLI030670,OF003,no_necesita,120.0,2.0,27.666666666666668,,
CLI030694,OF002,ya_tiene_similar,61.0,0.0,2.5,,
CLI030695,OF004,mal_momento,0.0,0.0,17.166666666666668,,
CLI030755,OF003,,,0.0,17.5,,
CLI030767,OF003,no_necesita,0.0,1.0,32.0,precio,120.0
CLI030840,OF004,,,0.0,21.0,,
CLI030891,OF003,no_necesita,31.0,0.0,4.833333333333333,,
CLI030899,OF004,ya_tiene_similar,120.0,3.0,5.166666666666667,,
CLI030918,OF003,ya_tiene_similar,120.0,1.0,23.33333333333333,,
CLI030920,OF003,mal_momento,0.0,0.0,0.0,,
CLI030922,OF002,no_confia,61.0,0.0,6.0,no_confia,61.0
CLI030925,OF003,,,0.0,17.666666666666668,,
CLI030931,OF003,no_necesita,0.0,0.0,7.333333333333333,,
CLI030932,OF002,precio,0.0,0.0,17.333333333333332,,
CLI030984,OF004,,,1.0,15.833333333333334,,
CLI030988,OF003,,,0.0,18.33333333333333,,
CLI031051,OF003,,,3.0,13.166666666666666,,
CLI031065,OF002,,,0.0,16.666666666666668,,
CLI031121,OF003,precio,120.0,2.0,18.666666666666668,precio,120.0
CLI031123,OF002,no_necesita,0.0,0.0,4.333333333333333,,
CLI031155,OF003,ya_tiene_similar,31.0,2.0,3.1666666666666665,,
CLI031204,OF002,no_confia,0.0,0.0,10.666666666666666,no_confia,0.0
CLI031255,OF003,ya_tiene_similar,0.0,0.0,4.333333333333333,,
CLI031258,OF004,otro,61.0,0.0,15.5,,
CLI031303,OF003,otro,92.0,2.0,16.0,,
CLI031323,OF002,,,0.0,19.83333333333333,,
CLI031341,OF004,no_necesita,61.0,1.0,3.0,,
CLI031426,OF003,,,1.0,20.83333333333333,,
CLI031436,OF003,mal_momento,61.0,0.0,0.0,,
CLI031453,OF004,mal_momento,61.0,0.0,6.333333333333333,,
CLI031465,OF004,mal_momento,61.0,0.0,25.166666666666668,,
CLI031481,OF003,mal_momento,0.0,0.0,9.666666666666666,precio,151.0
CLI031534,OF003,,,1.0,36.0,,
CLI031544,OF004,no_necesita,31.0,0.0,17.333333333333332,,
CLI031559,OF002,,,0.0,35.333333333333336,,
CLI031607,OF004,,,3.0,11.333333333333334,,
CLI031675,OF004,precio,0.0,0.0,9.5,,
CLI031761,OF003,,,0.0,22.83333333333333,,
CLI031775,OF002,ya_tiene_similar,0.0,0.0,0.0,,
CLI031806,OF004,precio,92.0,3.0,14.5,,
CLI031807,OF003,precio,61.0,2.0,16.833333333333332,,
CLI031812,OF003,,,0.0,16.0,,
CLI031817,OF004,,,3.0,6.333333333333333,,
CLI031836,OF002,precio,61.0,0.0,19.0,,
CLI031860,OF004,no_necesita,92.0,3.0,30.166666666666668,no_necesita,92.0
CLI031889,OF004,ya_tiene_similar,0.0,1.0,7.166666666666667,ya_tiene_similar,0.0
CLI031937,OF002,no_necesita,31.0,0.0,7.833333333333333,,
CLI031946,OF004,,,3.0,0.0,,
CLI031952,OF003,ya_tiene_similar,0.0,0.0,3.5,,
CLI031995,OF004,no_confia,31.0,0.0,5.666666666666667,,
CLI032013,OF002,ya_tiene_similar,31.0,0.0,2.833333333333333,,
CLI032018,OF002,no_confia,61.0,0.0,0.0,precio,61.0
CLI032027,OF003,otro,92.0,1.0,18.0,,
CLI032033,OF003,precio,61.0,0.0,0.0,precio,61.0
CLI032044,OF003,,,0.0,21.33333333333333,,
CLI032066,OF002,,,0.0,20.666666666666668,,
CLI032073,OF002,mal_momento,31.0,1.0,11.666666666666666,,
CLI032183,OF002,,,0.0,15.333333333333334,,
CLI032189,OF004,no_necesita,61.0,2.0,0.0,no_necesita,61.0
CLI032217,OF002,ya_tiene_similar,0.0,0.0,6.5,precio,92.0
CLI032246,OF003,no_confia,31.0,3.0,33.333333333333336,no_confia,31.0
CLI032258,OF002,,,3.0,9.666666666666666,,
CLI032271,OF003,,,3.0,8.833333333333334,,
CLI032323,OF002,,,0.0,24.33333333333333,,
CLI032330,OF004,,,0.0,18.5,,
CLI032344,OF003,,,0.0,24.33333333333333,,
CLI032359,OF004,no_necesita,92.0,1.0,29.166666666666668,,
CLI032395,OF004,mal_momento,151.0,3.0,27.0,,
CLI032478,OF003,precio,0.0,0.0,2.0,,
CLI032501,OF002,precio,61.0,2.0,0.0,,
CLI032508,OF002,,,0.0,18.5,,
CLI032511,OF002,,,3.0,7.166666666666667,,
CLI032528,OF002,,,0.0,15.166666666666666,,
CLI032543,OF002,precio,0.0,0.0,5.5,,
CLI032545,OF003,,,3.0,29.0,,
CLI032577,OF003,precio,0.0,0.0,4.5,precio,0.0
CLI032594,OF002,,,0.0,21.5,,
CLI032611,OF003,precio,61.0,0.0,0.0,,
CLI032690,OF003,precio,61.0,0.0,2.1666666666666665,,
CLI032699,OF002,precio,31.0,0.0,3.0,,
CLI032731,OF003,precio,0.0,0.0,6.166666666666667,precio,0.0
CLI032770,OF004,otro,31.0,0.0,6.166666666666667,,
CLI032807,OF003,ya_tiene_similar,120.0,0.0,22.33333333333333,,
CLI032810,OF003,precio,92.0,0.0,15.333333333333334,,
CLI032914,OF003,,,0.0,18.0,,
CLI032940,OF004,,,0.0,21.0,,
CLI032968,OF002,ya_tiene_similar,0.0,0.0,0.0,,
CLI033003,OF002,ya_tiene_similar,61.0,0.0,1.5,,
CLI033078,OF002,no_necesita,31.0,0.0,1.1666666666666667,,
CLI033128,OF002,,,3.0,5.333333333333333,,
CLI033138,OF004,,,1.0,15.666666666666666,,
CLI033163,OF004,no_necesita,151.0,2.0,15.833333333333334,,
CLI033181,OF002,precio,61.0,0.0,10.333333333333334,,
CLI033214,OF002,no_necesita,0.0,0.0,0.0,,
CLI033223,OF003,,,0.0,26.83333333333333,,
CLI033226,OF004,no_necesita,92.0,0.0,34.666666666666664,,
CLI033239,OF002,,,2.0,26.166666666666668,,
CLI033271,OF002,precio,0.0,3.0,22.166666666666668,precio,0.0
CLI033313,OF004,,,0.0,16.833333333333332,,
CLI033350,OF003,precio,61.0,0.0,0.0,,
CLI033352,OF003,mal_momento,0.0,0.0,14.833333333333334,,
CLI033394,OF004,,,3.0,0.0,,
CLI033401,OF004,precio,61.0,0.0,9.333333333333334,,
CLI033418,OF004,no_necesita,31.0,0.0,11.0,,
CLI033422,OF002,,,0.0,15.166666666666666,,
CLI033490,OF003,ya_tiene_similar,31.0,0.0,7.333333333333333,,
CLI033511,OF002,precio,61.0,0.0,0.0,,
CLI033555,OF003,ya_tiene_similar,61.0,1.0,9.5,,
CLI033565,OF003,,,3.0,0.0,,
CLI033576,OF003,,,0.0,18.0,,
CLI033626,OF002,no_necesita,61.0,0.0,2.1666666666666665,,
CLI033692,OF002,,,0.0,20.166666666666668,,
CLI033764,OF004,,,0.0,18.166666666666668,,
CLI033790,OF002,precio,61.0,0.0,23.5,precio,151.0
CLI033826,OF004,no_confia,31.0,3.0,8.833333333333334,,
CLI033827,OF003,,,2.0,23.33333333333333,,
CLI033891,OF003,mal_momento,31.0,0.0,11.5,mal_momento,31.0
CLI033904,OF003,,,1.0,36.333333333333336,,
CLI033915,OF004,no_necesita,0.0,3.0,12.0,,
CLI033925,OF002,no_necesita,0.0,0.0,14.5,,
CLI033939,OF003,precio,0.0,0.0,7.166666666666667,,
CLI033954,OF003,,,3.0,33.833333333333336,,
CLI033957,OF003,no_confia,0.0,1.0,22.0,,
CLI033990,OF002,no_necesita,92.0,0.0,15.166666666666666,,
CLI034001,OF003,,,2.0,18.166666666666668,,
CLI034004,OF004,,,1.0,24.0,,
CLI034046,OF003,no_necesita,0.0,0.0,5.666666666666667,no_necesita,0.0
CLI034051,OF004,mal_momento,31.0,3.0,7.666666666666667,,
CLI034053,OF003,,,0.0,18.5,,
CLI034066,OF002,,,0.0,15.833333333333334,,
CLI034086,OF004,precio,151.0,0.0,28.166666666666668,,
CLI034111,OF003,no_necesita,61.0,0.0,0.0,no_necesita,61.0
CLI034141,OF002,mal_momento,31.0,0.0,9.333333333333334,,
CLI034191,OF003,,,2.0,20.166666666666668,,
CLI034275,OF003,precio,0.0,1.0,16.5,precio,0.0
CLI034315,OF004,,,1.0,21.166666666666668,,
CLI034327,OF003,ya_tiene_similar,61.0,0.0,12.5,,
CLI034334,OF002,,,2.0,17.333333333333332,,
CLI034340,OF004,,,2.0,22.33333333333333,,
CLI034345,OF003,no_necesita,92.0,3.0,1.8333333333333333,,
CLI034369,OF003,no_necesita,61.0,1.0,7.333333333333333,no_necesita,61.0
CLI034434,OF003,otro,31.0,0.0,11.5,,
CLI034435,OF004,,,0.0,16.333333333333332,,
CLI034449,OF003,precio,0.0,0.0,8.0,,
CLI034567,OF003,otro,31.0,0.0,0.0,,
CLI034624,OF004,,,0.0,30.5,,
CLI034636,OF002,mal_momento,61.0,0.0,16.0,mal_momento,61.0
CLI034670,OF003,,,0.0,16.833333333333332,,
CLI034690,OF003,,,0.0,29.83333333333333,,
CLI034784,OF003,precio,0.0,0.0,8.0,mal_momento,120.0
CLI034823,OF002,,,0.0,17.0,,
CLI034960,OF003,no_necesita,61.0,0.0,10.333333333333334,,
CLI034964,OF004,,,0.0,28.666666666666668,,
CLI034966,OF004,precio,61.0,0.0,7.166666666666667,,
CLI035051,OF003,no_necesita,31.0,0.0,6.833333333333333,,
CLI035063,OF002,,,0.0,27.666666666666668,,
CLI035185,OF003,,,3.0,16.333333333333332,,
CLI035241,OF004,,,3.0,26.33333333333333,,
CLI035243,OF004,mal_momento,0.0,0.0,0.0,,
CLI035245,OF004,,,0.0,16.166666666666668,,
CLI035250,OF002,ya_tiene_similar,0.0,0.0,3.333333333333333,,
CLI035268,OF004,no_confia,0.0,3.0,9.833333333333334,,
CLI035320,OF002,no_necesita,151.0,0.0,26.166666666666668,no_necesita,151.0
CLI035347,OF003,,,3.0,6.833333333333333,,
CLI035348,OF004,otro,0.0,1.0,2.0,otro,0.0
CLI035379,OF002,precio,31.0,0.0,0.0,,
CLI035407,OF004,otro,61.0,0.0,7.666666666666667,,
CLI035416,OF004,precio,0.0,0.0,16.833333333333332,,
CLI035429,OF003,precio,61.0,0.0,0.0,,
CLI035463,OF002,,,0.0,17.333333333333332,,
CLI035468,OF003,,,1.0,18.166666666666668,,
CLI035482,OF003,,,0.0,26.166666666666668,,
CLI035565,OF002,no_confia,61.0,1.0,6.333333333333333,precio,151.0
CLI035581,OF003,,,3.0,16.0,,
CLI035583,OF004,precio,61.0,0.0,0.0,,
CLI035586,OF003,,,0.0,18.33333333333333,,
CLI035597,OF003,ya_tiene_similar,0.0,0.0,0.0,,
CLI035644,OF003,ya_tiene_similar,151.0,3.0,18.5,ya_tiene_similar,151.0
CLI035665,OF004,,,1.0,16.0,,
CLI035755,OF003,,,3.0,0.0,,
CLI035768,OF003,no_confia,0.0,0.0,24.33333333333333,no_confia,0.0
CLI035771,OF002,,,0.0,15.5,,
CLI035789,OF004,mal_momento,61.0,0.0,0.0,,
CLI035827,OF002,ya_tiene_similar,120.0,2.0,18.0,,
CLI035830,OF002,,,3.0,13.0,,
CLI035837,OF004,no_confia,151.0,0.0,18.83333333333333,,
CLI035864,OF003,precio,0.0,0.0,6.5,,
CLI035877,OF004,no_confia,0.0,0.0,14.666666666666666,,
CLI035885,OF002,,,0.0,15.166666666666666,,
CLI035972,OF002,,,3.0,22.666666666666668,,
CLI036010,OF002,mal_momento,92.0,3.0,9.333333333333334,mal_momento,92.0
CLI036027,OF003,,,0.0,15.166666666666666,,
CLI036102,OF004,no_necesita,31.0,0.0,2.833333333333333,,
CLI036114,OF004,mal_momento,31.0,1.0,18.83333333333333,,
CLI036187,OF002,mal_momento,61.0,1.0,9.833333333333334,,
CLI036211,OF004,,,3.0,0.0,,
CLI036232,OF004,,,3.0,16.333333333333332,,
CLI036265,OF002,no_confia,61.0,0.0,7.0,,
CLI036313,OF002,,,0.0,16.0,,
CLI036317,OF004,,,2.0,18.5,,
CLI036319,OF004,ya_tiene_similar,151.0,3.0,0.0,,
CLI036339,OF003,precio,0.0,0.0,20.83333333333333,,
CLI036340,OF003,precio,61.0,0.0,2.5,precio,61.0
CLI036349,OF003,,,3.0,12.0,,
CLI036373,OF002,no_necesita,31.0,0.0,4.5,,
CLI036422,OF003,precio,151.0,2.0,20.83333333333333,precio,151.0
CLI036451,OF003,ya_tiene_similar,31.0,0.0,18.0,,
CLI036462,OF003,precio,0.0,0.0,15.166666666666666,,
CLI036510,OF003,ya_tiene_similar,92.0,3.0,3.8333333333333335,,
CLI036521,OF003,otro,31.0,0.0,0.0,,
CLI036528,OF002,ya_tiene_similar,31.0,0.0,9.666666666666666,ya_tiene_similar,31.0
CLI036532,OF004,no_confia,0.0,3.0,0.0,mal_momento,31.0
CLI036576,OF003,,,0.0,27.666666666666668,,
CLI036617,OF003,otro,31.0,0.0,0.0,,
CLI036624,OF002,no_confia,61.0,0.0,11.5,,
CLI036639,OF003,no_confia,61.0,0.0,9.833333333333334,,
CLI036649,OF002,otro,61.0,0.0,0.0,,
CLI036673,OF002,,,1.0,16.333333333333332,,
CLI036681,OF004,mal_momento,151.0,0.0,19.0,,
CLI036684,OF003,otro,31.0,0.0,8.0,,
CLI036696,OF003,no_necesita,120.0,0.0,32.0,,
CLI036863,OF003,,,0.0,19.83333333333333,,
CLI036921,OF003,mal_momento,31.0,3.0,24.0,mal_momento,31.0
CLI036928,OF002,ya_tiene_similar,61.0,0.0,7.5,,
CLI036949,OF004,precio,120.0,0.0,21.83333333333333,,
CLI037015,OF003,precio,0.0,0.0,0.0,precio,0.0
CLI037036,OF002,precio,0.0,0.0,4.5,precio,0.0
CLI037037,OF002,,,0.0,16.5,,
CLI037049,OF002,otro,61.0,0.0,13.833333333333334,,
CLI037051,OF003,no_confia,92.0,2.0,32.0,,
CLI037068,OF002,precio,31.0,0.0,0.0,,
CLI037137,OF004,,,0.0,16.5,,
CLI037155,OF002,,,3.0,0.0,,
CLI037156,OF003,ya_tiene_similar,151.0,3.0,29.166666666666668,,
